codigo;marcaDeTiempo;mensaje;indicesFicherosModificados
uu424rwi;19970608144142;pep8 - cause I fell like doing a barrel roll;78,29,34,21,178,195
d5c1h268;20070204032943;Final commit, ready for tagging;193,67
5k8ctdej;19990523003203;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;164,118,145,77,118,171
46cfmc9x;20110724090458;For real, this time.;105,30,121,188
efehswlp;20011014194920;added security.;44,141,32,187,144
ei58vqd4;20140427133612;Final commit, ready for tagging;194
hb633ds9;20040815074902;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;85,126,11,137,167
fjvgsj64;19960114004851;For real, this time.;67,179,12
ri3hyafe;19950716021538;added security.;100,4,133
4qrvn9et;20000130075537;Committed some changes;86
t8m7kqgv;20100228032136;Do things better, faster, stronger;156
cehzv8rq;20020616172106;pointless limitation;29
ttu3feh5;19960310121525;Made it to compile...;147,56
xfpucx0j;19930711105922;For real, this time.;119,57,183,134,58
9j72bsv9;20000611042256;To those I leave behind, good luck!;18,148,141,73,7,66
1lichh2b;20091220022106;bugger;32,92,162,51,180,73
9t1oocn3;20120415153239;fix;101
koyxc9bk;19920719061853;It was the best of times, it was the worst of times;132,24,189,194,2,45
hsad743z;19950402073819;My bad;12,177
a5tgk1mm;20020609143413;This solves it.;136,35,44,15,109,116,184
ibvnqzv5;20040215032435;Removed code.;57
o0p1a6p6;19990502042729;Another bug bites the dust;175,96,79,141,197
cpeg2g44;20031109075438;grmbl;94,14,75,25
zdjcuwc7;19900429081208;I expected something different.;77,6,32
lcx3kbqf;20090920172940;fix tpyo;36,63,153
djlq62ia;20090419032548;ALL SORTS OF THINGS;30,25,185,94,156,80,71
yp1m3aqm;19980607134707;I am sorry;109,104,67,82,176,65
9yvqof7e;19991010112610;Temporary commit.;164,62,162
jubzmmkv;20060108120454;syntax;150,105,111,44,128
58zp6giw;20100523090847;needs more cow bell;162,165,102,4
2j5jb50d;19980628010434;I would rather be playing SC2.;79,146,75
dbgtyx2a;20020203042359;Update .gitignore;191,144,144,74,66,43
ufw5j03r;20130106083844;Batman! (this commit has no parents);33
yjtac7h4;20150104221148;and so the crazy refactoring process sees the sunlight after some months in the dark!;35,96
vsgxiwsg;20110417180224;Fixed errors;55
7vfrqwbq;19950820035822;Add Sandbox;62,155,30,172,85,157,144
mfawuvlr;19940123010332;de-misunderestimating;132,4
23jatoyi;19960121223853;I don't know what these changes are supposed to accomplish but somebody told me to make them.;148,167
v8tg4hz3;19920809111859;I would rather be playing SC2.;38,46,195,107
7dziyvrn;19971109024012;woa!! this one was really HARD!;144,166
ra0xqm9r;20070624171843;first blush;56,15,46
48lsr5r4;20151213065321;Same as last commit with changes;89,157,9,175,165
lwfck94c;20050313001934;Too tired to write descriptive message;159,97,134,182,104,111,198
th4uli6s;20030921091638;final commit.;84,151,34,103,110,89
gigec7dl;19940313044927;restored deleted entities just to be sure;25,79,46,142,143,127,101
9lv3q1r2;19961215233839;some brief changes;199
9vi43s1m;20040808114356;One does not simply merge into master;147,132,48,47,64,120
yl8pf4tr;19980517075626;fixed some minor stuff, might need some additional work.;29,152,124,44,175,65
tl8xfd09;20130818233547;yo recipes;57,160,85,78,200,42,128
rjghwos1;19950430063002;You can't see it, but I'm making a very angry face right now;109,49,119,89,84,144
ttt7o0n6;19901125051317;better ignores;117,87,100,164,183,20
blnuwz87;19901111111827;Obligatory placeholder commit message;114
i9ow1l1v;20150816142128;i think i fixed a bug...;57
ew69xw4i;20050102133102;pep8 - cause I fell like doing a barrel roll;179,140,52,27,138,150
hsqk6g4l;19920329102917;Final commit, ready for tagging;33,38
dr0i3ngq;20140914122035;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;26,58
rf2p9dub;20081214193838;For real, this time.;5
bcllr8sd;20150412194231;added security.;85,94,71,124,106,163
0q0xn38i;20140105150955;Committed some changes;122,72,33,75,22
lsmdb2x9;19960114185709;Do things better, faster, stronger;182,117,54,64,5
7frvcj1p;20141228132201;pointless limitation;167,85,176,48,93,180,31
41bo0mi0;20110710003515;Made it to compile...;156,187,101,101
0awe5ux6;20120701014027;For real, this time.;41,48,148,46,125,161
4ogm8eal;19980726034706;To those I leave behind, good luck!;163,78,52,79,173,187
m6k4izm8;19970615073135;bugger;170,18,53,116,45
gq51h03m;20120212202634;fix;45,122,112
tg2xs5jq;19921025151414;It was the best of times, it was the worst of times;126,37,43,154,192,76,39
v96se0mp;19901007172014;My bad;173,130,74,111
86ezqo5k;20060122005128;This solves it.;125,10,185,62,166
f0uz2c3x;19940710192222;Removed code.;50,17
um4ib79l;20010225072115;Another bug bites the dust;185,8
q98v2xjy;20061015170242;grmbl;17,79,56,70,88,19
8yn23tvp;19900204111528;I expected something different.;134,60
m8gts2jg;19921220033648;fix tpyo;35,161,191,90,19,175,14
1h1yen65;20080309105947;ALL SORTS OF THINGS;59,37
81nh64ul;20030209233738;I am sorry;57,189,107,197,128,50,153
45hz9qqu;20150301172806; - Temporary commit.;152,1,117
ppneh2lq;19980104140541;syntax;80,141,34,44
l1tz5ls4;20140216041333;needs more cow bell;83,172,40,96,57,119
kex9eg4d;19901125052507;I would rather be playing SC2.;169,118
nivo2n5a;19910915080437;Update .gitignore;182,99,33,92
5om0xo9w;20120722122720;Batman! (this commit has no parents);129,10,122,133,125,72,146
5v8u87j2;19971012082249;and so the crazy refactoring process sees the sunlight after some months in the dark!;99,58,66,79
g1dos3im;20000109203855;Fixed errors;58,101,19
96zc4hlh;20110821054531;Add Sandbox;61,184,193,162
2rll5fnw;20020331015615;de-misunderestimating;96,64,25,179
dap7txoo;20020519221524;I don't know what these changes are supposed to accomplish but somebody told me to make them.;79
f4j4ep5q;20150906085611;I would rather be playing SC2.;76,113,137,119,99
htd2dtkv;20130915105233;woa!! this one was really HARD!;169,15,37,192
aeyd838h;20100502210241;first blush;99,101,200
z2yutnc7;20001015193649;Same as last commit with changes;177,57
1s0ui30d;20090816105501;Too tired to write descriptive message;64,160,158,169
d46aa1fn;20140330230139;final commit.;177,122,58,34,29
m8u7c82h;19941204235114;restored deleted entities just to be sure;113,83,180,40
n5dxsbwg;19951217182406;some brief changes;133,140,130,113
kk8rjprj;19910714135735;One does not simply merge into master;107,73,133,137
4wgiidls;19901028092957;fixed some minor stuff, might need some additional work.;114,34,43
dfc0g8k7;20090329144640;yo recipes;192,59,24,187,192,188,169
2r3srave;19900722124847;You can't see it, but I'm making a very angry face right now;191
rjlzxzdr;20040516021513;better ignores;42,195,32,13,189,191,109
l5t0os08;19900826172027;Obligatory placeholder commit message;156,125,179,91,72,2,172
haf5a4gd;20061105075752;i think i fixed a bug...;59,186,32,20,115,59,107
dj8h0bn4;20120930105729;pep8 - cause I fell like doing a barrel roll;57
ddr4ndzt;20150315163516;Final commit, ready for tagging;50,157,118,53
b9yknay0;19900701220351;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;112,50
ihsd3ta6;20150405075648;For real, this time.;120,173,186,182
00sc6xs7;19940522214855;added security.;63,158,187,186,76
9bcrz8tf;20130825033547;Committed some changes;107,122,65
k9arosf7;20110130152842;Do things better, faster, stronger;177,22,124,74
8xy2zs6h;19931205062911;pointless limitation;35,93,94
meczeg66;19910908004611;Made it to compile...;1,118,135
2y5eaa49;19941030031401;For real, this time.;157
xse06bz8;20030112022317;To those I leave behind, good luck!;64,148,120
9nz0prky;19940828192040;bugger;158,70
ls0rhin5;20120401190344;fix;113,76,26,55,108,39
0v3osfpc;20051106233146;It was the best of times, it was the worst of times;173,120,146,1,126
ctj1sao4;19991205112920;My bad;6,81,173
5rm98ow7;20060521233517;This solves it.;96,93,17
uh6cvkrm;20101003060632;Removed code.;8,186,153,43,55,104,100
q6ofi124;19940612153422;Another bug bites the dust;154,57,92,106,41,175,199
i73qkck0;19930808235000;grmbl;92,175
tv78jttq;20121216230017;I expected something different.;172,132,12,38,130,22
nm5wyycc;20100110064955;fix tpyo;174
hqki8swa;19971207162400;ALL SORTS OF THINGS;156,56,57,114,169
7hqvz20h;19910811044547;I am sorry;145
nyio7nml;19960128234603; - Temporary commit.;125
pw965n8w;20041219154910;syntax;117,168
pbfooyam;19920830025120;needs more cow bell;159,142,125,170,83
fs2vtnm8;20120701091047;I would rather be playing SC2.;18,156,185,119,94,24,88
2wqu5i8m;19970921164609;Update .gitignore;91,3,18,100
tmy4x2un;20120506185803;Batman! (this commit has no parents);45,186,154
mkyuxnmd;20150802181628;and so the crazy refactoring process sees the sunlight after some months in the dark!;57,135,52,68,30
tk16l2t6;20000604073849;Fixed errors;93,152,98,115,88,117
7hcilbz8;20050717004213;Add Sandbox;30,200,39,194,189
9oepe49s;20130929123333;de-misunderestimating;54,82
g7ezs6fa;20040627201253;I don't know what these changes are supposed to accomplish but somebody told me to make them.;22,92,98,185,57,142
lxur71fw;19910224000642;I would rather be playing SC2.;182,120,44
j41hv75u;20121007090139;woa!! this one was really HARD!;182,196
frlzn9ai;20120122044553;first blush;135
8vuup1yh;19910505080227;Same as last commit with changes;156,106,49,116,114,183,71
at5pze3g;19990815071924;Too tired to write descriptive message;137,187,66,171,117,148,96
cok99b2w;20130407022605;final commit.;179,60,124,59,3,156
n2ok29wv;20051016063459;restored deleted entities just to be sure;193,86,39,176,60
d5y123es;19950618091407;some brief changes;72,5,41,131,131,127,90
5ulgab3e;20030831223910;One does not simply merge into master;196,133
xk202yr4;19930919014510;fixed some minor stuff, might need some additional work.;85,139,99
wmjg8j5a;20151018062328;yo recipes;110,61,35,14
43iajjh3;20020519224412;You can't see it, but I'm making a very angry face right now;133,56,11,17
ayth86xi;19900527225144;better ignores;192,16,39,11,66,82,48
iusx2ui5;19960609171805;Obligatory placeholder commit message;60,143,126
wyx7ctd5;19930829201056;i think i fixed a bug...;121,160,49,56,184,14
p0k5l11z;19980927233309;pep8 - cause I fell like doing a barrel roll;192
bykw7242;19921206233331;Final commit, ready for tagging;146,12,113,9,86,136,4
oj188dh6;20121125062504;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;90,80,55
nzyuesws;19930411022829;For real, this time.;19,54
212tjwks;20010429042256;added security.;139,155,69,161,196,18
yvezr8j0;19920607064846;Committed some changes;178,33,103,26
xqpfgbib;20071223030226;Do things better, faster, stronger;66
gotfgdof;20050626213348;pointless limitation;172,9,41,1,88
w73znd47;19920726184604;Made it to compile...;71,91,39,106,161,166,56
49n8zhn2;20080504193645;For real, this time.;81
jz6zrg75;20070729053406;To those I leave behind, good luck!;199,39,1,24,132,115
6po0met4;19990221191606;bugger;59,200,123,116
h8enemev;19910120132934;fix;53,189,48,49,147
ox8nm8ii;20000206100118;It was the best of times, it was the worst of times;73,145,101,81,190
109rvvs7;20030601061643;My bad;73,93,77,40,199
c71szkp1;20121118202034;This solves it.;178
r98iewed;20120624050532;Removed code.;97,110,67,119
b6zhb9z6;20070401053601;Another bug bites the dust;20,22,149,167,148,178,92
rq2ssfk9;19950611123948;grmbl;50,183,199,59,93
0xsee7dd;19920216062929;I expected something different.;29,23,187,150,128,59
bd5wxkj5;19900729112524;fix tpyo;56,198,41
zc8bnjky;20050710121657;ALL SORTS OF THINGS;83,130,200,59,42
n0xk7vfy;20120311083739;I am sorry;107
se2fsahk;20110213081940;Temporary commit.;109,157,166,50,21
p6inigrh;20010527043115;syntax;137,169,128
pbl7zavi;20020602035340;needs more cow bell;167,23
yinavd1m;20100207195159;I would rather be playing SC2.;199,50,61,132,46
ebzk853v;20110925042659;Update .gitignore;186,24,134,121,110,169
idw9uc8i;20070114194857;Batman! (this commit has no parents);165
26xliign;19950205121841;and so the crazy refactoring process sees the sunlight after some months in the dark!;199,105
fy28p2ev;20131117041609;Fixed errors;156,5,169,115,133,194
j55z9gsr;20080713154605;Add Sandbox;124,104,188,113,114,33,17
oj92gt3q;19971221041104;de-misunderestimating;77,91,115,21
1afq7nxf;19900624191031;I don't know what these changes are supposed to accomplish but somebody told me to make them.;176,109,78,18
d2k7y2oe;19970511100826;I would rather be playing SC2.;89
rh924mqv;20150906221618;woa!! this one was really HARD!;162,21,127,128,17,26
kh9xuez4;20130609182426;first blush;179,4,126,185
6n9teii8;20060806083612;Same as last commit with changes;142,178,158,146,200,184,106
0nvsg0jb;19920105181320;Too tired to write descriptive message;123,149,116,117
w97gtt2o;20130818204125;final commit.;109,49,89
jiu1pnwa;20090517004323;restored deleted entities just to be sure;47,35,98,127,25
td3jhqhm;20080413180332;some brief changes;133,151,22
ne30gly1;19980118091016;One does not simply merge into master;102,58,96
40b7y4re;19971214032833;fixed some minor stuff, might need some additional work.;163,106
lw8tzs0q;19910317051423;yo recipes;193,166,158,18
q5ohbyj4;20000423095640;You can't see it, but I'm making a very angry face right now;79,113,23,143,1,196,172
a3ffmb8g;19960908105919;better ignores;189,83,31
emd9bp4g;20060326090354;Obligatory placeholder commit message;50,144,75,38
7p1ewuhn;20130224122545;i think i fixed a bug...;90,8,127,109,159,65
2e7a3a6b;19980517081710;pep8 - cause I fell like doing a barrel roll;114,105,159,143,98,189,169
zb33nvz5;20060625214352;Final commit, ready for tagging;92,127,189,174,83,81,109
ynbrdnfd;20130929213241;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;39,171,113,91,86
fpn51ejb;20031207155204;For real, this time.;193,102,169
kc9kl9rt;20060402172052;added security.;155,45
vvv5dn3i;20040704033440;Final commit, ready for tagging;87,133,41,192
4qggmryx;20001022010618;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;170,70,151,40,192,121,15
03n6j0sf;19960505123308;For real, this time.;17,136,115,140,90,77
9sbk0wdu;19940501171703;added security.;59,161,137,112,25
kisyewur;20110814202835;Committed some changes;46
2ge3elc7;20020901162128;Do things better, faster, stronger;186,9,130
icfhiofi;19990926183359;pointless limitation;172,80,64,88
2l1p834s;19960623082942;Made it to compile...;11,115,29,39,156,31
k7asycji;20110206131709;For real, this time.;181,1,54,47,18
unq83ne4;20060402062214;To those I leave behind, good luck!;5,108,157,184,90
lmc7bcgv;20000716172518;bugger;95,142,24,118,159,125,85
otsoh81j;20081026133741;fix;69,157,91,106
8i159i34;19910407034426;It was the best of times, it was the worst of times;160,169,172,37
goggcbc8;19990829193522;My bad;1,46,127,200
4taxql94;20131208092509;This solves it.;31,197,16,8
2tsjgnby;20010422071832;Removed code.;58,74,72,120,189
4ssjyno9;19991128181305;Another bug bites the dust;49
d228khxk;20050130131807;grmbl;50,13,62,145,13,184
h3metiyw;20040222030736;I expected something different.;54,13,175,10,188,29
8shxdskj;19970216011542;fix tpyo;26,81,1,100
6joulzpg;19901202210956;ALL SORTS OF THINGS;161
lese96gf;19951112102715;I am sorry;25,44
p262cvzu;20120715221055;Temporary commit.;192,158,52,69,186,71
om3jb6d7;20000102082020;syntax;146,16,7,56,12,17,182
e5gny0nn;20110807234308;needs more cow bell;66,107,196,27,135
ng906upu;19960825013123;I would rather be playing SC2.;65,79
dvtskqh6;19920927065431;Update .gitignore;25,175,82,59,165,96,195
kf3na4m6;20051023123158;Batman! (this commit has no parents);6,183,125,162,39,182
a34k9970;20020602063736;and so the crazy refactoring process sees the sunlight after some months in the dark!;190,110,167,130
j1ilvtoo;19900513163603;Fixed errors;58,148,156,124,114,79
gvfhvqfa;19950820151117;Add Sandbox;173,23,111,113
0q8rjovx;20060122150457;de-misunderestimating;54,115,138,2
fz06zjga;20040801213202;I don't know what these changes are supposed to accomplish but somebody told me to make them.;181,92,47,190,179,144,14
